ID	DOMES	Date	B	L	Helips	Hnorm	ZTD	mZTD	GradN	GradE	mGradN	mGradE
GOR1	NDNT-GORL	2020-07-07 14:30:00.0	49.65586	21.13944	381.247	343.392	2,329.5	1.4	0	0.48	0.29	0.24
GOR1	NDNT-GORL	2020-07-07 15:00:00.0	49.65586	21.13944	381.248	343.393	2,329.1	1.4	0.46	0.84	0.21	0.18
GOR1	NDNT-GORL	2020-07-07 15:30:00.0	49.65586	21.13944	381.248	343.393	2,333.1	1.4	-0.21	0.12	0.18	0.22
GOR1	NDNT-GORL	2020-07-07 16:00:00.0	49.65586	21.13944	381.242	343.387	2,340.3	1.1	-0.17	0.98	0.14	0.15
GOR1	NDNT-GORL	2020-07-07 16:30:00.0	49.65586	21.13944	381.242	343.387	2,334.9	1.3	-0.33	1.25	0.15	0.2
GOR1	NDNT-GORL	2020-07-07 17:00:00.0	49.65586	21.13944	381.247	343.392	2,328.4	1.2	-0.22	1.37	0.17	0.18
GOR1	NDNT-GORL	2020-07-07 17:30:00.0	49.65586	21.13944	381.247	343.392	2,324.3	1.1	-0.14	0.54	0.14	0.17
GOR1	NDNT-GORL	2020-07-07 18:00:00.0	49.65586	21.13944	381.252	343.397	2,319.6	1.1	-0.59	0.86	0.15	0.15
GOR1	NDNT-GORL	2020-07-07 18:30:00.0	49.65586	21.13944	381.252	343.397	2,316	1.2	-0.3	0.78	0.18	0.16
GOR1	NDNT-GORL	2020-07-07 19:00:00.0	49.65586	21.13944	381.246	343.391	2,316.3	0.9	-0.37	0.28	0.11	0.11
GRAJ	12245M001	2020-07-07 09:00:00.0	53.65106	22.45231	165.181	136.665	2,381.3	1.4	-0.54	2.79	0.22	0.22
GRAJ	12245M001	2020-07-07 09:30:00.0	53.65106	22.45231	165.181	136.665	2,381.3	1.5	-0.27	4.13	0.24	0.23
GRAJ	12245M001	2020-07-07 10:00:00.0	53.65106	22.45231	165.189	136.673	2,371.5	1.4	-0.2	2.65	0.22	0.22
GRAJ	12245M001	2020-07-07 10:30:00.0	53.65106	22.45231	165.189	136.673	2,365.1	1.9	0.24	2.78	0.3	0.31
GRAJ	12245M001	2020-07-07 11:00:00.0	53.65106	22.45231	165.195	136.679	2,369.3	1.5	1.22	2.55	0.3	0.21
GRAJ	12245M001	2020-07-07 11:30:00.0	53.65106	22.45231	165.195	136.679	2,366.4	1.9	1.63	2.14	0.34	0.29
GRAJ	12245M001	2020-07-07 12:00:00.0	53.65106	22.45231	165.19	136.674	2,376.2	1.5	0.39	1.33	0.23	0.22
GRAJ	12245M001	2020-07-07 12:30:00.0	53.65106	22.45231	165.19	136.674	2,380.5	1.4	0.25	1.81	0.23	0.21
GRAJ	12245M001	2020-07-07 13:00:00.0	53.65106	22.45231	165.189	136.673	2,379.2	1.4	-0.05	0.29	0.21	0.2
GRAJ	12245M001	2020-07-07 13:30:00.0	53.65106	22.45231	165.189	136.673	2,386.1	1.7	-0.28	-0.06	0.28	0.27
GRAJ	12245M001	2020-07-07 14:00:00.0	53.65106	22.45231	165.19	136.674	2,390.6	1.4	0.35	0.73	0.23	0.21
GRAJ	12245M001	2020-07-07 14:30:00.0	53.65106	22.45231	165.19	136.674	2,380.8	1.7	-0.09	1.21	0.31	0.26
GRAJ	12245M001	2020-07-07 15:00:00.0	53.65106	22.45231	165.191	136.675	2,378.3	1.5	0.17	0.56	0.24	0.21
GRAJ	12245M001	2020-07-07 15:30:00.0	53.65106	22.45231	165.191	136.675	2,378.4	1.6	-0.05	0.21	0.25	0.3
GRAJ	12245M001	2020-07-07 16:00:00.0	53.65106	22.45231	165.182	136.666	2,374.2	1.3	-2.04	-0.04	0.18	0.21
GRAJ	12245M001	2020-07-07 16:30:00.0	53.65106	22.45231	165.182	136.666	2,380.1	1.5	-1.57	0.09	0.21	0.3
GRAJ	12245M001	2020-07-07 17:00:00.0	53.65106	22.45231	165.18	136.664	2,374.9	1.2	-1.02	0.42	0.18	0.22
GRAJ	12245M001	2020-07-07 17:30:00.0	53.65106	22.45231	165.18	136.664	2,373.6	1.2	-0.41	0.55	0.17	0.24
GRAJ	12245M001	2020-07-07 18:00:00.0	53.65106	22.45231	165.178	136.662	2,367.4	1.1	0.03	1.04	0.18	0.16
GRAJ	12245M001	2020-07-07 18:30:00.0	53.65106	22.45231	165.178	136.662	2,368.7	1.2	0.34	0.67	0.18	0.18
GRAJ	12245M001	2020-07-07 19:00:00.0	53.65106	22.45231	165.176	136.66	2,369.7	1.1	0.17	0.18	0.16	0.13
GWWL	12225M001	2020-07-07 09:00:00.0	52.73797	15.20522	127.161	90.872	2,385.9	1.8	-0.21	-0.15	0.23	0.27
GWWL	12225M001	2020-07-07 09:30:00.0	52.73797	15.20522	127.161	90.872	2,387.4	1.6	0.25	0.01	0.24	0.21
GWWL	12225M001	2020-07-07 10:00:00.0	52.73797	15.20522	127.171	90.882	2,384.1	1.8	0.12	-0.49	0.24	0.26
GWWL	12225M001	2020-07-07 13:00:00.0	52.73797	15.20522	127.172	90.883	2,385.4	1.3	-0.84	-0.15	0.2	0.15
GWWL	12225M001	2020-07-07 13:30:00.0	52.73797	15.20522	127.172	90.883	2,392.7	1.6	-0.77	0.19	0.23	0.22
GWWL	12225M001	2020-07-07 14:00:00.0	52.73797	15.20522	127.164	90.875	2,389.2	1.4	-0.72	-0.2	0.21	0.21
GWWL	12225M001	2020-07-07 14:30:00.0	52.73797	15.20522	127.164	90.875	2,389.9	1.7	-0.29	-0.24	0.28	0.25
GWWL	12225M001	2020-07-07 15:00:00.0	52.73797	15.20522	127.164	90.875	2,386.6	1.4	-0.01	-0.29	0.2	0.17
GWWL	12225M001	2020-07-07 15:30:00.0	52.73797	15.20522	127.164	90.875	2,384.7	1.6	-1.18	-0.99	0.22	0.28
GWWL	12225M001	2020-07-07 16:00:00.0	52.73797	15.20522	127.162	90.873	2,387.6	1.3	-0.55	-0.95	0.18	0.19
GWWL	12225M001	2020-07-07 16:30:00.0	52.73797	15.20522	127.162	90.873	2,386.2	1.4	-0.87	-0.98	0.21	0.24
GWWL	12225M001	2020-07-07 17:00:00.0	52.73797	15.20522	127.163	90.874	2,385	1.2	-0.95	-0.21	0.17	0.19
GWWL	12225M001	2020-07-07 17:30:00.0	52.73797	15.20522	127.163	90.874	2,388.1	1.2	-1	-0.34	0.17	0.2
GWWL	12225M001	2020-07-07 18:00:00.0	52.73797	15.20522	127.159	90.87	2,383	1.7	-0.35	0.42	0.28	0.31
GWWL	12225M001	2020-07-07 19:00:00.0	52.73797	15.20522	127.159	90.87	2,387	1.3	-0.47	-1	0.17	0.2
HAJN	12247M001	2020-07-07 09:00:00.0	52.74097	23.56589	196.603	168.332	2,396.2	1.2	0.08	1.61	0.17	0.17
HAJN	12247M001	2020-07-07 09:30:00.0	52.74097	23.56589	196.603	168.332	2,398.6	1.2	0.24	1.09	0.18	0.16
HAJN	12247M001	2020-07-07 10:00:00.0	52.74097	23.56589	196.605	168.334	2,401.8	1.2	0	0.89	0.17	0.17
HAJN	12247M001	2020-07-07 10:30:00.0	52.74097	23.56589	196.605	168.334	2,405	1.6	-0.49	1.81	0.26	0.26
HAJN	12247M001	2020-07-07 11:00:00.0	52.74097	23.56589	196.624	168.353	2,400.6	1.5	-0.91	0.45	0.3	0.2
HAJN	12247M001	2020-07-07 11:30:00.0	52.74097	23.56589	196.624	168.353	2,396.5	1.8	-1.09	0.48	0.33	0.28
HAJN	12247M001	2020-07-07 12:00:00.0	52.74097	23.56589	196.623	168.352	2,397.9	1.9	0.11	4.03	0.29	0.27
HAJN	12247M001	2020-07-07 12:30:00.0	52.74097	23.56589	196.623	168.352	2,396.4	1.8	0.36	4.42	0.27	0.28
HAJN	12247M001	2020-07-07 13:00:00.0	52.74097	23.56589	196.623	168.352	2,392.2	1.4	-0.46	3.94	0.21	0.22
HAJN	12247M001	2020-07-07 13:30:00.0	52.74097	23.56589	196.623	168.352	2,379.7	1.6	-0.27	2.68	0.25	0.27
HAJN	12247M001	2020-07-07 14:00:00.0	52.74097	23.56589	196.623	168.352	2,370.6	1.4	0.44	0.74	0.25	0.22
HAJN	12247M001	2020-07-07 14:30:00.0	52.74097	23.56589	196.623	168.352	2,372.4	1.8	0.71	0.58	0.36	0.26
HAJN	12247M001	2020-07-07 15:00:00.0	52.74097	23.56589	196.627	168.356	2,368	1.4	0.24	1.21	0.19	0.2
HAJN	12247M001	2020-07-07 15:30:00.0	52.74097	23.56589	196.627	168.356	2,359.9	1.4	-0.77	0.9	0.19	0.25
HAJN	12247M001	2020-07-07 16:00:00.0	52.74097	23.56589	196.619	168.348	2,369.6	1.2	0.53	0.22	0.15	0.22
HAJN	12247M001	2020-07-07 16:30:00.0	52.74097	23.56589	196.619	168.348	2,370	1.4	-0.39	0.31	0.17	0.29
HAJN	12247M001	2020-07-07 17:00:00.0	52.74097	23.56589	196.616	168.345	2,365.4	1.4	-0.49	0.93	0.18	0.21
HAJN	12247M001	2020-07-07 17:30:00.0	52.74097	23.56589	196.616	168.345	2,363.6	1.4	-0.62	1.5	0.15	0.2
HAJN	12247M001	2020-07-07 18:00:00.0	52.74097	23.56589	196.628	168.357	2,359.7	1.2	0.09	0.22	0.18	0.19
HAJN	12247M001	2020-07-07 18:30:00.0	52.74097	23.56589	196.628	168.357	2,363.9	1.2	-0.66	0.4	0.17	0.18
HAJN	12247M001	2020-07-07 19:00:00.0	52.74097	23.56589	196.633	168.362	2,364	1.1	-0.11	0.5	0.13	0.13
HOZD	12248M001	2020-07-07 09:00:00.0	50.18886	23.36225	298.847	266.976	2,405	1.3	0.06	-1.37	0.14	0.16
HOZD	12248M001	2020-07-07 09:30:00.0	50.18886	23.36225	298.847	266.976	2,416.3	1.4	0.37	-0.87	0.17	0.16
HOZD	12248M001	2020-07-07 10:00:00.0	50.18886	23.36225	298.874	267.003	2,399	1.2	-1.13	1.08	0.13	0.15
HOZD	12248M001	2020-07-07 10:30:00.0	50.18886	23.36225	298.874	267.003	2,403.3	1.6	-1.37	1.14	0.18	0.22
HOZD	12248M001	2020-07-07 11:00:00.0	50.18886	23.36225	298.862	266.991	2,412.3	1.7	-0.52	-0.49	0.27	0.2
HOZD	12248M001	2020-07-07 11:30:00.0	50.18886	23.36225	298.862	266.991	2,410.9	1.7	-0.14	-1.26	0.31	0.21
HOZD	12248M001	2020-07-07 12:00:00.0	50.18886	23.36225	298.855	266.984	2,388.1	1.4	-3.53	2.02	0.2	0.19
HOZD	12248M001	2020-07-07 12:30:00.0	50.18886	23.36225	298.855	266.984	2,394.7	1.5	-1.81	1.53	0.16	0.23
HOZD	12248M001	2020-07-07 13:00:00.0	50.18886	23.36225	298.856	266.985	2,388.5	1.3	-1.09	4.17	0.16	0.22
HOZD	12248M001	2020-07-07 13:30:00.0	50.18886	23.36225	298.856	266.985	2,373	1.5	-1.68	3.2	0.22	0.22
HOZD	12248M001	2020-07-07 14:00:00.0	50.18886	23.36225	298.862	266.991	2,361.1	1.3	-2.22	1.64	0.22	0.21
HOZD	12248M001	2020-07-07 14:30:00.0	50.18886	23.36225	298.862	266.991	2,354.7	1.6	-0.89	2.8	0.29	0.24
HOZD	12248M001	2020-07-07 15:00:00.0	50.18886	23.36225	298.875	267.004	2,352.1	1.5	-0.88	4.07	0.21	0.2
HOZD	12248M001	2020-07-07 15:30:00.0	50.18886	23.36225	298.875	267.004	2,342.1	1.7	-1.11	3.95	0.2	0.25
HOZD	12248M001	2020-07-07 16:00:00.0	50.18886	23.36225	298.858	266.987	2,352.8	1.4	-0.27	0.81	0.17	0.19
HOZD	12248M001	2020-07-07 16:30:00.0	50.18886	23.36225	298.858	266.987	2,347.8	1.7	-0.12	-0.43	0.23	0.28
HOZD	12248M001	2020-07-07 17:00:00.0	50.18886	23.36225	298.851	266.98	2,343.3	1.4	-0.12	1.04	0.18	0.2
HOZD	12248M001	2020-07-07 17:30:00.0	50.18886	23.36225	298.851	266.98	2,340.2	1.2	-1.57	0.09	0.14	0.18
HOZD	12248M001	2020-07-07 18:00:00.0	50.18886	23.36225	298.854	266.983	2,338.1	1.3	-0.35	-0.56	0.18	0.19
HOZD	12248M001	2020-07-07 18:30:00.0	50.18886	23.36225	298.854	266.983	2,350.8	1.4	-1.33	0.18	0.2	0.19
HOZD	12248M001	2020-07-07 19:00:00.0	50.18886	23.36225	298.845	266.974	2,346.9	1	-0.41	-0.02	0.11	0.11
HRUB	12249M001	2020-07-07 09:00:00.0	50.80469	23.88628	234.448	204.52	2,428.7	1.4	-0.58	0.54	0.18	0.2
HRUB	12249M001	2020-07-07 09:30:00.0	50.80469	23.88628	234.448	204.52	2,432.1	1.4	-0.74	0.16	0.19	0.19
HRUB	12249M001	2020-07-07 10:00:00.0	50.80469	23.88628	234.458	204.53	2,416.7	1.2	0.6	-1.75	0.17	0.19
HRUB	12249M001	2020-07-07 10:30:00.0	50.80469	23.88628	234.458	204.53	2,419.9	1.6	0.68	-0.45	0.28	0.26
HRUB	12249M001	2020-07-07 11:00:00.0	50.80469	23.88628	234.448	204.52	2,421.8	1.4	-0.71	2.61	0.29	0.19
HRUB	12249M001	2020-07-07 11:30:00.0	50.80469	23.88628	234.448	204.52	2,414.4	1.8	-1.38	2.35	0.32	0.28
HRUB	12249M001	2020-07-07 12:00:00.0	50.80469	23.88628	234.439	204.511	2,425.8	1.6	-0.23	1.04	0.23	0.24
HRUB	12249M001	2020-07-07 12:30:00.0	50.80469	23.88628	234.439	204.511	2,418	1.5	0.16	0.52	0.22	0.26
HRUB	12249M001	2020-07-07 13:00:00.0	50.80469	23.88628	234.452	204.524	2,419.8	1.4	-1.3	1.51	0.21	0.23
HRUB	12249M001	2020-07-07 13:30:00.0	50.80469	23.88628	234.452	204.524	2,409.5	1.6	-1.08	1.22	0.28	0.3
HRUB	12249M001	2020-07-07 14:00:00.0	50.80469	23.88628	234.455	204.527	2,388.8	1.4	-2.99	4.35	0.23	0.24
HRUB	12249M001	2020-07-07 14:30:00.0	50.80469	23.88628	234.455	204.527	2,383.2	1.8	-4.07	3.07	0.33	0.32
HRUB	12249M001	2020-07-07 15:00:00.0	50.80469	23.88628	234.457	204.529	2,372.9	1.8	0.11	1.78	0.29	0.29
HRUB	12249M001	2020-07-07 15:30:00.0	50.80469	23.88628	234.457	204.529	2,362.3	1.9	1.44	2.9	0.28	0.36
HRUB	12249M001	2020-07-07 16:00:00.0	50.80469	23.88628	234.451	204.523	2,377.3	1.5	0.05	1.84	0.17	0.27
HRUB	12249M001	2020-07-07 16:30:00.0	50.80469	23.88628	234.451	204.523	2,385.6	1.5	0.12	0.72	0.19	0.3
HRUB	12249M001	2020-07-07 17:00:00.0	50.80469	23.88628	234.442	204.514	2,372.2	1.4	-1.59	1.58	0.19	0.22
HRUB	12249M001	2020-07-07 17:30:00.0	50.80469	23.88628	234.442	204.514	2,372.5	1.5	-1.48	0.55	0.21	0.23
HRUB	12249M001	2020-07-07 18:00:00.0	50.80469	23.88628	234.427	204.499	2,363.4	1.4	-0.46	1.6	0.19	0.19
HRUB	12249M001	2020-07-07 18:30:00.0	50.80469	23.88628	234.427	204.499	2,367.7	1.4	-0.27	1.84	0.21	0.2
HRUB	12249M001	2020-07-07 19:00:00.0	50.80469	23.88628	234.43	204.502	2,375.2	1.1	-0.78	2.43	0.14	0.13
IGEO	15101M001	2020-07-07 09:00:00.0	47.03036	28.84353	105.874	74.635	2,494.8	1.2	0.29	-1.55	0.13	0.14
IGEO	15101M001	2020-07-07 09:30:00.0	47.03036	28.84353	105.874	74.635	2,504.5	1.4	0.03	-1.51	0.18	0.19
IGEO	15101M001	2020-07-07 10:00:00.0	47.03036	28.84353	105.88	74.641	2,501	1.2	0.07	-0.96	0.14	0.14
IGEO	15101M001	2020-07-07 10:30:00.0	47.03036	28.84353	105.88	74.641	2,505.6	1.6	-0.55	-0.97	0.19	0.22
IGEO	15101M001	2020-07-07 11:00:00.0	47.03036	28.84353	105.875	74.636	2,499.2	1.4	-1.4	-1	0.25	0.18
IGEO	15101M001	2020-07-07 11:30:00.0	47.03036	28.84353	105.875	74.636	2,497.5	1.5	-1.9	-1	0.25	0.2
IGEO	15101M001	2020-07-07 12:00:00.0	47.03036	28.84353	105.872	74.633	2,498.9	1.4	-1.99	-0.77	0.18	0.2
IGEO	15101M001	2020-07-07 12:30:00.0	47.03036	28.84353	105.872	74.633	2,504.2	1.3	-1.86	-0.92	0.17	0.2
IGEO	15101M001	2020-07-07 13:00:00.0	47.03036	28.84353	105.88	74.641	2,505.6	1.4	-1.1	-0.45	0.16	0.17
IGEO	15101M001	2020-07-07 13:30:00.0	47.03036	28.84353	105.88	74.641	2,509.4	1.4	-0.3	-0.57	0.23	0.16
IGEO	15101M001	2020-07-07 14:00:00.0	47.03036	28.84353	105.869	74.63	2,508.9	1.3	1.16	-1.49	0.18	0.17
IGEO	15101M001	2020-07-07 14:30:00.0	47.03036	28.84353	105.869	74.63	2,508.2	1.5	0.99	-0.88	0.28	0.22
IGEO	15101M001	2020-07-07 15:00:00.0	47.03036	28.84353	105.863	74.624	2,513.3	1.5	-1.13	0.42	0.22	0.18
IGEO	15101M001	2020-07-07 15:30:00.0	47.03036	28.84353	105.863	74.624	2,523.2	1.6	-1.28	0.72	0.2	0.23
IGEO	15101M001	2020-07-07 16:00:00.0	47.03036	28.84353	105.866	74.627	2,531.8	1.3	-0.46	1.96	0.16	0.22
IGEO	15101M001	2020-07-07 16:30:00.0	47.03036	28.84353	105.866	74.627	2,526.7	1.4	-1.09	2.95	0.17	0.27
IGEO	15101M001	2020-07-07 17:00:00.0	47.03036	28.84353	105.861	74.622	2,532.5	1.3	-0.47	2.33	0.2	0.2
IGEO	15101M001	2020-07-07 17:30:00.0	47.03036	28.84353	105.861	74.622	2,533.4	1.3	0.08	1.9	0.2	0.2
IGEO	15101M001	2020-07-07 18:00:00.0	47.03036	28.84353	105.87	74.631	2,523.6	1	0.88	0.83	0.15	0.13
IGEO	15101M001	2020-07-07 18:30:00.0	47.03036	28.84353	105.87	74.631	2,517.5	1.1	0.98	0.48	0.2	0.13
IGEO	15101M001	2020-07-07 19:00:00.0	47.03036	28.84353	105.864	74.625	2,513.2	1	0.03	0.4	0.13	0.11
ILAW	12250M001	2020-07-07 09:00:00.0	53.58714	19.56797	162.817	133.333	2,369.7	0.9	-0.06	0.28	0.11	0.11
ILAW	12250M001	2020-07-07 09:30:00.0	53.58714	19.56797	162.817	133.333	2,376.1	1	-0.46	0.66	0.13	0.12
ILAW	12250M001	2020-07-07 10:00:00.0	53.58714	19.56797	162.816	133.332	2,362.7	0.9	-0.75	0.87	0.11	0.12
ILAW	12250M001	2020-07-07 10:30:00.0	53.58714	19.56797	162.816	133.332	2,367.8	1.1	-0.38	-0.19	0.13	0.14
ILAW	12250M001	2020-07-07 11:00:00.0	53.58714	19.56797	162.814	133.33	2,365.4	1.3	-0.64	0.65	0.24	0.14
ILAW	12250M001	2020-07-07 11:30:00.0	53.58714	19.56797	162.814	133.33	2,367	1.6	0.39	0.35	0.29	0.21
ILAW	12250M001	2020-07-07 12:00:00.0	53.58714	19.56797	162.82	133.336	2,360.9	1.2	-0.3	-0.29	0.2	0.14
ILAW	12250M001	2020-07-07 12:30:00.0	53.58714	19.56797	162.82	133.336	2,373.7	1.1	-0.35	-1.35	0.13	0.13
ILAW	12250M001	2020-07-07 13:00:00.0	53.58714	19.56797	162.815	133.331	2,377.5	1.1	-1.58	-0.22	0.13	0.14
ILAW	12250M001	2020-07-07 13:30:00.0	53.58714	19.56797	162.815	133.331	2,378	1.2	-0.7	0.59	0.14	0.19
ILAW	12250M001	2020-07-07 14:00:00.0	53.58714	19.56797	162.815	133.331	2,376.4	1.1	-0.91	-0.41	0.18	0.18
ILAW	12250M001	2020-07-07 14:30:00.0	53.58714	19.56797	162.815	133.331	2,377.2	1.3	-0.91	-0.53	0.26	0.22
ILAW	12250M001	2020-07-07 15:00:00.0	53.58714	19.56797	162.816	133.332	2,376.3	1.2	-0.13	0.12	0.16	0.15
ILAW	12250M001	2020-07-07 15:30:00.0	53.58714	19.56797	162.816	133.332	2,374.8	1.2	-0.38	0.09	0.15	0.21
ILAW	12250M001	2020-07-07 16:00:00.0	53.58714	19.56797	162.818	133.334	2,378.4	1.1	-0.67	0.05	0.13	0.16
ILAW	12250M001	2020-07-07 16:30:00.0	53.58714	19.56797	162.818	133.334	2,383.2	1.3	-1.19	0.26	0.16	0.2
ILAW	12250M001	2020-07-07 17:00:00.0	53.58714	19.56797	162.815	133.331	2,385.1	0.9	-1.18	-0.06	0.13	0.15
ILAW	12250M001	2020-07-07 17:30:00.0	53.58714	19.56797	162.815	133.331	2,379.1	0.9	-0.03	0.58	0.1	0.13
ILAW	12250M001	2020-07-07 18:00:00.0	53.58714	19.56797	162.817	133.333	2,376.6	1.2	-0.25	-0.17	0.17	0.2
ILAW	12250M001	2020-07-07 18:30:00.0	53.58714	19.56797	162.817	133.333	2,379.2	1.7	-0.32	-0.1	0.24	0.22
ILAW	12250M001	2020-07-07 19:00:00.0	53.58714	19.56797	162.818	133.334	2,376.4	1.1	-0.12	-0.03	0.15	0.14
JAR1	NDNT-JARO	2020-07-07 09:00:00.0	50.01719	22.67853	268.961	235.122	2,410.8	1.2	0.02	-1.21	0.12	0.14
JAR1	NDNT-JARO	2020-07-07 09:30:00.0	50.01719	22.67853	268.961	235.122	2,409.2	1.3	-0.15	-1.34	0.15	0.16
JAR1	NDNT-JARO	2020-07-07 10:00:00.0	50.01719	22.67853	268.954	235.115	2,402.1	1.1	-0.29	-0.44	0.12	0.13
JAR1	NDNT-JARO	2020-07-07 10:30:00.0	50.01719	22.67853	268.954	235.115	2,401.5	1.4	-0.53	0.19	0.17	0.16
JAR1	NDNT-JARO	2020-07-07 11:00:00.0	50.01719	22.67853	268.942	235.103	2,392.6	1.2	-2.73	0.66	0.23	0.13
JAR1	NDNT-JARO	2020-07-07 11:30:00.0	50.01719	22.67853	268.942	235.103	2,392.7	1.5	-3.46	1.06	0.27	0.18
JAR1	NDNT-JARO	2020-07-07 12:00:00.0	50.01719	22.67853	268.942	235.103	2,378.3	1.1	-2.26	0.82	0.14	0.12
JAR1	NDNT-JARO	2020-07-07 12:30:00.0	50.01719	22.67853	268.942	235.103	2,367.7	1.1	-2.64	1.46	0.11	0.14
JAR1	NDNT-JARO	2020-07-07 13:00:00.0	50.01719	22.67853	268.94	235.101	2,378.7	1	-1.48	1.91	0.11	0.11
JAR1	NDNT-JARO	2020-07-07 13:30:00.0	50.01719	22.67853	268.94	235.101	2,379.6	1.2	-0.67	1.74	0.16	0.14
JAR1	NDNT-JARO	2020-07-07 14:00:00.0	50.01719	22.67853	268.94	235.101	2,368.1	1	-1.29	2.49	0.14	0.14
JAR1	NDNT-JARO	2020-07-07 14:30:00.0	50.01719	22.67853	268.94	235.101	2,362	1.2	-1.37	2.02	0.21	0.18
JAR1	NDNT-JARO	2020-07-07 15:00:00.0	50.01719	22.67853	268.944	235.105	2,361.5	1.2	0.84	1.26	0.14	0.13
JAR1	NDNT-JARO	2020-07-07 15:30:00.0	50.01719	22.67853	268.944	235.105	2,363.6	1.2	-0.22	0.85	0.13	0.15
JAR1	NDNT-JARO	2020-07-07 16:00:00.0	50.01719	22.67853	268.951	235.112	2,366.9	1	-0.26	0.46	0.12	0.11
JAR1	NDNT-JARO	2020-07-07 16:30:00.0	50.01719	22.67853	268.951	235.112	2,373.3	1.1	-0.01	0.02	0.12	0.17
JAR1	NDNT-JARO	2020-07-07 17:00:00.0	50.01719	22.67853	268.943	235.104	2,363.5	1.3	-0.14	1.03	0.17	0.18
JAR1	NDNT-JARO	2020-07-07 17:30:00.0	50.01719	22.67853	268.943	235.104	2,356.8	1.2	-0.52	0.34	0.14	0.16
JAR1	NDNT-JARO	2020-07-07 18:00:00.0	50.01719	22.67853	268.946	235.107	2,356	1.2	-0.08	0.15	0.14	0.16
JAR1	NDNT-JARO	2020-07-07 18:30:00.0	50.01719	22.67853	268.946	235.107	2,356.7	1.3	-0.29	-0.06	0.18	0.16
JAR1	NDNT-JARO	2020-07-07 19:00:00.0	50.01719	22.67853	268.946	235.107	2,354.5	0.9	-0.05	0.02	0.1	0.1
JAST	NDNT-JAST	2020-07-07 09:00:00.0	49.95256	18.61192	342.801	300.528	2,335.4	1.2	-1.26	-0.16	0.15	0.16
JAST	NDNT-JAST	2020-07-07 09:30:00.0	49.95256	18.61192	342.801	300.528	2,338.2	1.3	-0.81	-0.76	0.17	0.17
JAST	NDNT-JAST	2020-07-07 10:00:00.0	49.95256	18.61192	342.801	300.528	2,337.1	1.1	-0.97	-0.09	0.14	0.15
JAST	NDNT-JAST	2020-07-07 10:30:00.0	49.95256	18.61192	342.801	300.528	2,335.3	1.3	-0.97	0.07	0.18	0.17
JAST	NDNT-JAST	2020-07-07 11:00:00.0	49.95256	18.61192	342.808	300.535	2,334.7	1.1	-1.04	-1.22	0.2	0.11
JAST	NDNT-JAST	2020-07-07 11:30:00.0	49.95256	18.61192	342.808	300.535	2,328.1	1.4	-1.84	-1.08	0.26	0.17
JAST	NDNT-JAST	2020-07-07 12:00:00.0	49.95256	18.61192	342.81	300.537	2,332.4	1.4	-0.59	-0.93	0.21	0.16
JAST	NDNT-JAST	2020-07-07 12:30:00.0	49.95256	18.61192	342.81	300.537	2,332.4	1.3	-0.67	-0.78	0.16	0.17
JAST	NDNT-JAST	2020-07-07 13:00:00.0	49.95256	18.61192	342.812	300.539	2,343.3	1.1	-1.14	-0.62	0.14	0.13
JAST	NDNT-JAST	2020-07-07 13:30:00.0	49.95256	18.61192	342.812	300.539	2,340.1	1.3	-1.18	-0.56	0.17	0.19
JAST	NDNT-JAST	2020-07-07 14:00:00.0	49.95256	18.61192	342.816	300.543	2,336.8	1.2	0.35	-1.41	0.19	0.19
JAST	NDNT-JAST	2020-07-07 14:30:00.0	49.95256	18.61192	342.816	300.543	2,339.3	1.5	0.89	-0.28	0.29	0.24
JAST	NDNT-JAST	2020-07-07 15:00:00.0	49.95256	18.61192	342.813	300.54	2,338.9	1.5	-0.03	-0.24	0.24	0.2
JAST	NDNT-JAST	2020-07-07 15:30:00.0	49.95256	18.61192	342.813	300.54	2,337.5	1.5	-0.27	-0.12	0.21	0.24
JAST	NDNT-JAST	2020-07-07 16:00:00.0	49.95256	18.61192	342.806	300.533	2,335.1	1.2	-0.73	-0.14	0.16	0.16
JAST	NDNT-JAST	2020-07-07 16:30:00.0	49.95256	18.61192	342.806	300.533	2,335.5	1.3	-1.11	-1.34	0.16	0.19
JAST	NDNT-JAST	2020-07-07 17:00:00.0	49.95256	18.61192	342.807	300.534	2,336.7	1.2	-0.93	0.84	0.17	0.18
JAST	NDNT-JAST	2020-07-07 17:30:00.0	49.95256	18.61192	342.807	300.534	2,340.1	1.1	-0.78	0.73	0.14	0.18
JAST	NDNT-JAST	2020-07-07 18:00:00.0	49.95256	18.61192	342.803	300.53	2,338.1	1.2	-0.63	0.36	0.15	0.16
JAST	NDNT-JAST	2020-07-07 18:30:00.0	49.95256	18.61192	342.803	300.53	2,341.7	1.3	-0.28	0.61	0.18	0.17
JAST	NDNT-JAST	2020-07-07 19:00:00.0	49.95256	18.61192	342.799	300.526	2,336.7	0.9	-0.54	-0.23	0.11	0.11
JEDR	NDNT-JEDR	2020-07-07 09:00:00.0	50.64175	20.30078	297.617	259.878	2,346.2	1.1	-0.13	-0.24	0.14	0.15
JEDR	NDNT-JEDR	2020-07-07 09:30:00.0	50.64175	20.30078	297.617	259.878	2,339.1	1.2	-1.93	-0.37	0.17	0.16
JEDR	NDNT-JEDR	2020-07-07 10:00:00.0	50.64175	20.30078	297.614	259.875	2,349.1	1.1	-1.3	-0.15	0.14	0.15
